Course,City,State/Province,Country,Postal Code,# Holes,Rating,Approximate_Lat,Approximate_Lon
Old Town Park,Gravette,Arkansas,United States,72736,9,0,36.413616,-94.465023
Ouachita Baptist University Disc Golf Course,Arkadelphia,Arkansas,United States,71998,18,1,34.126385,-93.055286
Owl Creek Elementary,Fayetteville,Arkansas,United States,72704,9,0,36.105647,-94.296500
Ozark Adventist Academy,Gentry,Arkansas,United States,72734,9,0,36.270250,-94.451058
Ozark Disc Golf at West Side Park,Ozark,Arkansas,United States,72949,18,0,35.584277,-93.805165
Patmos Park,Patmos,Arkansas,United States,71801,6,0,33.645886,-93.598921
Persimmon Ridge Disc Golf Course,Greenbrier,Arkansas,United States,72058,18,0,35.245918,-92.374199
Pine Valley Golf Course,Sherwood,Arkansas,United States,72120,18,0,34.902043,-92.240819
Pirates Ridge Disc Golf Course,Calico Rock,Arkansas,United States,72519,18,0,36.134123,-92.180309
Pleasant View Disc Golf Course,Russellville,Arkansas,United States,72802,18,4,35.318940,-93.081593
Ramsey Jr. High School,Fort Smith,Arkansas,United States,72901,9,0,35.366187,-94.416458
Reservoir Park Disc Golf Course,Little Rock,Arkansas,United States,72227,18,0,34.775283,-92.374573
Sports Life Disc Golf,Springdale,Arkansas,United States,72762,18,0,36.181650,-94.230680
Taylor Park,Greenland,Arkansas,United States,72701,9,0,35.992387,-94.085584
The Course at Lyon College,Batesville,Arkansas,United States,72501,18,0,35.791171,-91.653381
The Farm Disc Golf Course,Eureka Springs,Arkansas,United States,72631,18,0,36.467606,-93.834419
The TRAXX at Bishop Park,Bryant,Arkansas,United States,72022,18,0,34.607458,-92.488544
Tilles Park,Fort Smith,Arkansas,United States,72901,9,0,35.366187,-94.416458
Timberwolf Disc Golf Course,Morrilton,Arkansas,United States,72110,9,0,35.156495,-92.781326
Trinity Junior High Disc Golf,Fort Smith,Arkansas,United States,72903,9,0,35.350978,-94.361247
Twin Creeks Disc Golf Course,Rogers,Arkansas,United States,72758,18,2.5,36.299665,-94.137210
Tyndall Park Youth Disc Golf Course,Benton,Arkansas,United States,72015,18,0,34.485899,-92.585099
Vandergriff Elementary School,Fayetteville,Arkansas,United States,72703,9,0,36.118332,-94.043243
Waxhaws Disc Golf Course,Fayetteville,Arkansas,United States,72701,18,0,35.992387,-94.085584
Williams Baptist College Disc Golf Course,Walnut Ridge,Arkansas,United States,72476,18,0,36.049514,-90.919912
Windy Hills Disc Golf at Mitchusson Park,Huntsville,Arkansas,United States,72740,9,5,36.104648,-93.655397
Winkler Disc Course,Harrison,Arkansas,United States,72601,18,0,36.238028,-93.085992
Woodland Mead Disc Golf Course,Fairfield Bay,Arkansas,United States,72088,9,0,35.595187,-92.267834
Mount Shasta Ski Park - Marmot Ridge,McCloud,California,United States,96057,9,0,41.268682,-121.930940
Alumni Park at Pepperdine,Malibu,California,United States,90263,9,2,34.039034,-118.707992
Anderson River Park,Anderson,California,United States,96007,18,3.5,40.458029,-122.277830
Anderson Valley Brewing Company,Boonville,California,United States,95494,18,3.666665,38.889651,-123.337821
Angelus Oaks Lodge Disc Golf Course,Angelus Oaks,California,United States,92305,6,0,34.141671,-116.817981
Aptos High School Disc Golf Course,Aptos,California,United States,95003,18,4.4,37.006700,-121.878207
Aquatic Park,Berkeley,California,United States,94703,18,3,37.863911,-122.275643
Arakelian Park Disc Golf Course,Livingston,California,United States,95334,5,2,37.347307,-120.742627
Auburn Regional Park,Auburn,California,United States,95603,18,5,38.915869,-121.080284
Avalon Park Disc Golf,Victorville,California,United States,92395,6,0,34.501472,-117.292048
B. T. Collins Park,Folsom,California,United States,95630,9,3,38.666597,-121.141635
Bartlett Park Disc Golf Course,Porterville,California,United States,93257,18,0,35.988087,-118.860221
Beachfront Park Disc Golf Course,Crescent City,California,United States,95531,24,3.5,41.819578,-124.065667
Beattie Park,Lompoc,California,United States,93436,18,3,34.595669,-120.352667
Beau Pre DiscGolfPark,McKinleyville,California,United States,95519,18,5,40.959368,-124.051236
Benicia Community Park,Benicia,California,United States,94510,9,2,38.098071,-122.135940
Big Trees Golf Course,Yosemite National Park,California,United States,95389,18,0,37.626489,-119.681280
Bijou Community Park,South Lake Tahoe,California,United States,96150,27,5,38.869825,-120.008594
Birds of Paradise,Miranda,California,United States,95553,27,5,40.244215,-123.888871
Black Butte Disc Golf Course,Shingletown,California,United States,96088,9,0,40.510870,-121.876112
Black Butte Lake Disc Golf Course,Orland,California,United States,95963,18,4.125,39.736308,-122.259338
Blackrock Disc Golf Course,Cobb,California,United States,95426,18,4,38.833425,-122.734061
Boosinger Practice Course,Pismo Beach,California,United States,93449,1,0,35.165671,-120.655844
Boron School Disc Cats,Boron,California,United States,93516,10,0,35.002282,-117.629941
Brengle Terrace Park Disc Golf Course,Vista,California,United States,92084,18,4,33.219935,-117.202606
Bridge to Bridge,Santa Cruz,California,United States,95060,9,0,37.036461,-122.121750
Brooktrails Golf Course,Willits,California,United States,95490,18,5,39.492842,-123.340973
Browns and Bows,Browns Valley,California,United States,95918,36,0,39.301229,-121.337929
Browns and Bows Disc Golf Course - Back,Browns Valley,California,United States,95918,18,0,39.301229,-121.337929
Browns and Bows Disc Golf Course - Front,Browns Valley,California,United States,95918,18,5,39.301229,-121.337929
Buckeye Park,Redding,California,United States,96003,18,0,40.751937,-122.230678
Buckingham Golf Course,Kelseyville,California,United States,95451,18,0,38.922131,-122.789559
Buena Vista High School,Taft,California,United States,93268,4,0,35.162393,-119.425116
Buena Vista Hill Disc Golf Course at Elysian Park,Los Angeles,California,United States,90012,5,1,34.065975,-118.238642
Buttonwillow Park,Buttonwillow,California,United States,93206,9,0,35.437302,-119.477735
Cachuma Lake Disc Golf Course,Santa Barbara,California,United States,93105,18,4,34.533222,-119.791731
Camerado Springs Middle School,Cameron Park,California,United States,95682,9,4,38.612129,-120.964522
Cameron Park Lake Disc Golf Course,Cameron Park,California,United States,95682,18,0,38.612129,-120.964522
Camp Jones Gulch,La Honda,California,United States,94020,9,0,37.274612,-122.232420
Camp Pendleton - 21 Area,Oceanside,California,United States,92058,9,0,33.343438,-117.317250
Camp Pendleton Barracks Disc Golf - 13 Area,Oceanside,California,United States,92058,9,0,33.343438,-117.317250
Captain Johns Fawn Harbor and Marina,Fawnskin,California,United States,92333,10,0,34.270601,-116.949309
Carmel Middle School,Carmel,California,United States,93923,18,1,36.448672,-121.849502
Carmichael Park Disc Golf Course,Carmichael,California,United States,95608,9,2,38.624150,-121.324911
Centennial Park,Hanford,California,United States,93230,9,1,36.292230,-119.622676
Central Park Disc Golf Course,Santa Clarita,California,United States,91350,18,3.25,34.440891,-118.501747
Chabot Park,San Leandro,California,United States,94577,9,2.4,37.713275,-122.167350
Chaparral Disc Golf Course,Oak Park,California,United States,91377,10,0,34.184975,-118.766918
Chavez Ridge Disc Golf Course at Elysian,Los Angeles,California,United States,90012,27,3.57143,34.065975,-118.238642
China Peak Disc Golf,Lakeshore,California,United States,93634,27,5,37.223580,-119.000834
Christa McAuliffe Middle School Disc Golf,Stockton,California,United States,95209,9,0,38.046863,-121.352802
Church of LDS Disc Golf Course,Nevada City,California,United States,95959,9,0,39.347811,-120.918728
City In the Hills,Bakersfield,California,United States,93306,18,0,35.468183,-118.779649
Coalinga Disc Golf Course,Coalinga,California,United States,93210,18,0,36.197785,-120.422249
Coast Guard Air Station Humboldt Bay,McKinleyville,California,United States,95519,9,0,40.959368,-124.051236
Cody Minter Disc Golf Course,Raymond,California,United States,93653,9,0,37.248335,-119.944935
Colina Park Golf Course,San Diego,California,United States,92105,18,4,32.737827,-117.092673
College of Marin Campus Course,Kentfield,California,United States,94904,18,0,37.945512,-122.560120
College of the Redwoods,Fort Bragg,California,United States,95437,13,4,39.487185,-123.741963
Colton Disc Golf Course,Colton,California,United States,92324,18,0,34.024520,-117.289255
Concordia University Irvine Disc Golf Course,Irvine,California,United States,92612,9,5,33.658440,-117.826009
Cooper Gulch,Eureka,California,United States,95501,9,4,40.798659,-124.151583
Coyote Creek Disc Golf Course at Hellyer Park,San Jose,California,United States,95111,9,4.166665,37.283111,-121.826245
Coyote Point Disc Golf Course at Lake Casitas,Ventura,California,United States,93001,18,4.833335,34.037340,-119.800786
Crane Creek Disc Golf,Santa Rosa,California,United States,95404,18,0,38.525733,-122.690443
Crowleg Disc Golf at Hickey Park,Hanford,California,United States,93230,18,0,36.292230,-119.622676
CSU San Marcos Disc Golf Course,San Marcos,California,United States,92078,18,1.5,33.117154,-117.180627
CSUMB Cypress Disc Golf Course,Seaside,California,United States,93955,20,4.25,36.614410,-121.786901
CSUMB Oaks Disc Golf Course,Seaside,California,United States,93955,20,3.666665,36.614410,-121.786901
Cypress Community Church,Salinas,California,United States,93908,9,0,36.651745,-121.599444
David L. Baker Golf Course,Fountain Valley,California,United States,92708,18,5,33.710582,-117.951129
DeBell Disc Golf Course,Burbank,California,United States,91501,9,3.5,34.204400,-118.287527
Deer Meadow Disc Golf Course,Lewiston,California,United States,96052,9,0,40.738391,-122.821086
Deerfield Community Park,Irvine,California,United States,92604,9,4,33.690715,-117.789224
DeLaveaga Disc Golf Course,Santa Cruz,California,United States,95065,29,4.642855,37.031475,-121.983340
DeLaveaga Golf Course,Santa Cruz,California,United States,95065,18,0,37.031475,-121.983340
Desert Sands Park Disc Golf Course,Palmdale,California,United States,93550,9,2.5,34.408548,-118.123592
Desert Winds Disc Golf Course,Twentynine Palms,California,United States,92278,9,0,34.229973,-116.055053
Diamond Arrow Disc Golf Course,Nevada City,California,United States,95959,9,0,39.347811,-120.918728
Dog Island Disc Golf,Red Bluff,California,United States,96080,18,4,40.181890,-122.377104
Doris Davies Park Disc Golf Course,Victorville,California,United States,92394,9,2.666665,34.556111,-117.353632
East La Loma Park,Modesto,California,United States,95354,27,4,37.639029,-120.964772
Edgewater Disc Golf Course,Redding,California,United States,96002,18,0,40.527834,-122.318749
El Dorado Park Disc Golf Course,Long Beach,California,United States,90815,18,4,33.794348,-118.116391
Elk Grove Disc Golf Course,Elk Grove,California,United States,95624,9,2,38.427507,-121.314899
Emerald Hills Disc Golf Course,Redwood City,California,United States,94061,18,5,37.461147,-122.236948
Enterprise Community Park,Redding,California,United States,96002,18,2,40.527834,-122.318749
Escondido Rotary Disc Golf Course at Kit Carson Park,Escondido,California,United States,92025,18,3.5,33.102005,-117.080419
Evergreen Forest,Mather,California,United States,95321,9,0,37.864258,-120.004543
Evergreen Open Space,Santa Barbara (Goleta),California,United States,93117,18,3.5,34.479453,-120.084094
Fahrens Park Disc Golf Course,Merced,California,United States,95348,21,3,37.392287,-120.498299
Fallen Heroes Park Disc Golf Course,Beaumont,California,United States,92223,9,0,33.948255,-116.987839
Feeney,Murphys,California,United States,95247,18,0,38.138539,-120.452903
Ferns Park,Woodland,California,United States,95695,9,2.5,38.687045,-121.857077
FICA Urban Play,Fort Irwin,California,United States,92310,7,0,35.261460,-116.690324
Finnon Lake,Placerville,California,United States,95667,27,4.285715,38.734925,-120.789952
Firebaugh Disc Golf Course,Firebaugh,California,United States,93622,10,2,36.814503,-120.575240
Ford Park,Redlands,California,United States,92374,9,2,34.067146,-117.171885
Foxwood at Lake Almanor,Lake Almanor,California,United States,96137,7,0,40.270731,-121.039461
Franklin Field,Taft,California,United States,93268,18,3,35.162393,-119.425116
Frontier Park,Tustin,California,United States,92780,9,1.333335,33.734005,-117.819163
Gehringer Park Recreation Club,Concord,California,United States,94519,4,0,37.988451,-122.013001
Georgetown School Disc Golf Course,Georgetown,California,United States,95634,9,0,38.936904,-120.772283
Glen Helen Regional Park Disc Golf Course,San Bernardino,California,United States,92407,18,0,34.212433,-117.381239
Gleneagles Disc Golf Course,San Francisco,California,United States,94134,18,1,37.721052,-122.413573
Goat Hill Park,Oceanside,California,United States,92054,18,4,33.195534,-117.354538
Golden Gate Park Disc Golf Course,San Francisco,California,United States,94121,18,4.46154,37.776769,-122.494707
Green Valley Disc Golf Course,Green Valley,California,United States,91390,9,4,34.545587,-118.420095
H. Clarke Powers Elementary School,Loomis,California,United States,95650,9,2,38.809175,-121.171375
Hammer of Thor at Clement Middle School,Redlands,California,United States,92374,9,0,34.067146,-117.171885
Hammon Grove Park,Browns Valley,California,United States,95918,18,3,39.301229,-121.337929
Hanging Oaks at Western Gateway Park,Penn Valley,California,United States,95946,18,4,39.215586,-121.203240
Hart Park - Shark Tooth Mountain Disc Golf Course,Bakersfield,California,United States,93308,18,3.5,35.621087,-118.789677
Hart Park - Suicide Flats,Bakersfield,California,United States,93308,18,5,35.621087,-118.789677
Heilmann Park,Atascadero,California,United States,93422,18,4,35.463544,-120.692911
Hensley Lake Disc Golf Course,Raymond,California,United States,93653,18,4.5,37.248335,-119.944935
Heritage Park Disc Golf Course,Lemoore,California,United States,93245,18,0,36.292270,-119.829463
Highland Springs Reservoir,Lakeport,California,United States,95453,23,3,39.045931,-122.941077
Hillcrest Community Park,Concord,California,United States,94520,9,4,37.995285,-122.040627
Howard Park,Ione,California,United States,95640,12,1,38.325248,-120.955787
Huntington Beach Central Park,Huntington Beach,California,United States,92647,18,3.666665,33.723228,-118.008692
Isla Vista Peace Course,Santa Barbara (Isla Vista),California,United States,93117,9,1.5,34.479453,-120.084094
Jenness Park Christian Camp,Cold Springs,California,United States,95335,9,0,38.124887,-120.093146
Joe Hamilton Elementary,Crescent City,California,United States,95531,7,0,41.819578,-124.065667
John Mackey Park,Sacramento,California,United States,95815,9,3,38.605407,-121.447593
Kearney Park,Fresno,California,United States,93706,18,0,36.652065,-119.906591
Kelley Park Disc Golf Course,San Jose,California,United States,95112,18,4.5,37.344482,-121.883535
Kelly Ridge Golf Course,Oroville,California,United States,95966,18,4,39.475360,-121.414110
Kenneth Hahn State Rec. Area Disc Golf Course,Los Angeles,California,United States,90056,9,4.5,33.988047,-118.370361
Kern River Disc Golf Course,Bakersfield,California,United States,93309,12,2.666665,35.342891,-119.064803
Kern River Golf Course,Bakersfield,California,United States,93306,18,0,35.468183,-118.779649
Kings River Disc Golf Course,Kingsburg,California,United States,93631,18,0,36.478239,-119.521370
Kirkwood Mountain Resort,Kirkwood,California,United States,95646,18,5,38.689261,-120.054975
Kiwanis Disc Golf Course at Town & Country Park,Madera,California,United States,93637,9,0,36.918079,-120.185933
KOA Campground,Willits,California,United States,95490,18,3,39.492842,-123.340973
La Mirada Regional Park - Back 18,La Mirada,California,United States,90638,18,4.666665,33.902045,-118.008961
La Mirada Regional Park - Lake 18,La Mirada,California,United States,90638,18,4.266665,33.902045,-118.008961
Lagoon Valley Disc Golf Course,Vacaville,California,United States,95687,27,4.5,38.333133,-121.920151
Laguna Lake,San Luis Obispo,California,United States,93405,18,2.25,35.296958,-120.733134
Lake Amador Campground,Ione,California,United States,95640,18,0,38.325248,-120.955787
Lake Amador North,Ione,California,United States,95640,18,0,38.325248,-120.955787
Lake Amador South,Ione,California,United States,95640,18,5,38.325248,-120.955787
Lake California Disc Golf,Cottonwood,California,United States,96022,9,0,40.336387,-122.448511
Lake Chabot Disc Golf Course - Bay,Oakland,California,United States,94605,18,0,37.761408,-122.150198
Lake Chabot Disc Golf Course - Hills,Oakland,California,United States,94605,18,0,37.761408,-122.150198
Lake Chabot Disc Golf Course - Lake,Oakland,California,United States,94605,9,4.5,37.761408,-122.150198
Lake Forest Golf And Practice Center,Lake Forest,California,United States,92630,9,0,33.645736,-117.685503
Lake Mendocino (North),Ukiah,California,United States,95482,18,2,39.135023,-123.259338
Lake Mendocino (South),Ukiah,California,United States,95482,18,3,39.135023,-123.259338
Lake Sonoma,Geyserville,California,United States,95441,9,0,38.731694,-122.906767
