ID,Name, Number of holes, Latitude, Longitude
3010,Rolling Hills - Putting Labyrinth,18,42.18,-83.65
3011,Rolling Knolls Disc Golf Course,18,42.04,-88.23
3012,Rolling Pines Disc Golf Course,18,36.14,-81.08
3013,Romero Park Disc Golf Course,18,41.12,-104.82
3014,Ron Allen Memorial Disc Golf Course,18,38.07,-100.06
3015,Ronnie Van Zant Memorial,36,30.05,-81.80
3016,Rookery Run,18,45.70,-89.51
3017,Roosevelt Park,18,35.08,-106.63
3018,Root River Parkway,18,42.95,-88.02
3019,Roots Disc Golf Course,18,40.80,-111.94
3020,Roscommon Township Disc Golf Course,18,44.32,-84.79
3021,Rose Park,18,39.20,-95.21
3022,Rosedale Park (Down Under),18,39.06,-94.62
3023,Rosedale Park (Up Top),18,39.05,-94.62
3024,Rosewood-Dekalb at Redan Park,18,33.74,-84.13
3025,Ross Park,20,43.17,-86.25
3026,Rotary Club Disc Golf at St. Feriole Island Park,18,43.05,-91.15
3027,Woodland Park Disc Golf Course,18,35.61,-87.05
3028,Rotary Disc Golf Course at Frank Lorino Park,18,36.22,-83.25
3029,Rotary Park Disc Golf Course,18,36.50,-87.27
3030,Rotary Park,18,38.42,-82.40
3031,Rothwell Park East - The Lakes,18,39.42,-92.46
3032,Rothwell Park West - The Woods,18,39.42,-92.47
3033,Rough River Dam State Park,18,37.61,-86.50
3034,Round Barn,18,41.45,-88.00
3035,Round Peak Disc Golf,18,36.50,-80.77
3036,Round Top Mountain Park,18,38.01,-107.31
3037,Route 66 Disc Golf Course at Adams Park,18,35.53,-97.97
3038,Roy G. Guerrero,18,30.25,-97.71
3039,Royal Gorge Disc Golf Park - The Duke,18,38.48,-105.33
3040,Royalston Fish and Game,18,42.62,-72.14
3041,Royalton Ravine,18,43.19,-78.58
3042,Rozar Park Disc Golf Course,18,32.46,-83.70
3043,Ruby Grant Disc Golf Course,18,35.27,-97.49
3044,Rum Village Disc Golf Course,18,41.65,-86.26
3045,Runaway Rocks Disc Golf at Rocky Ford,18,36.10,-78.46
3046,Running Horse,18,38.82,-95.15
3047,Running Water Draw Park,18,34.18,-101.75
3048,The Runway Disc Golf Course,18,43.39,-84.65
3049,Greg Carter Memorial Course,18,34.54,-87.89
3050,Rutgers Douglass College,18,40.48,-74.43
3051,Ryan C. Kelly Green Monster,18,40.33,-75.49
3052,Ryan Ranch Disc Golf Course,29,36.58,-121.82
3053,Ryan's Course in Red Orchard Park,18,38.20,-85.23
3054,Sabattus Disc Golf - Eagle,18,44.06,-70.03
3055,Sabattus Disc Golf - Falcon,18,44.05,-70.03
3056,Sabattus Disc Golf - Hawk,18,44.06,-70.04
3057,Sacramento River RV Park,18,40.48,-122.32
3058,Saddle Hills Disc Golf Course,18,32.77,-97.46
3059,Safari Smiles DiscGolfPark,18,36.74,-95.95
3060,Sahm Park,18,39.92,-86.06
3061,Sailboard Beach,18,45.85,-119.70
3062,Sain Scoggins at Henry Hagg Lake,18,45.48,-123.23
3063,Salem Disc Golf Academy,21,39.33,-83.31
3064,Salmon Falls Disc Golf Course,18,43.31,-70.92
3065,Salmon River Disc Golf Course,18,41.14,-123.14
3066,Saluda Shoals,18,34.05,-81.16
3067,Sam Brown Park,18,36.51,-81.12
3068,Sam Michael's Park Disc Golf Course,18,39.34,-77.81
3069,The Sammy at Madison County Recreation,18,34.14,-83.24
3070,San Juan College Disc Golf Course,18,36.77,-108.17
3071,The Sanatorium at Sawyer Ludwig Park,18,40.57,-83.15
3072,Sand Hill,18,29.79,-97.48
3073,Sandalwood Disc Golf Course,18,45.48,-110.62
3074,Sanders Ferry Park,18,36.25,-86.61
3075,Sanders Memorial Disc Golf Course,18,40.10,-85.67
3076,Sandhill Nature Trail Disc Golf Course,18,35.55,-82.64
3077,Sandy Creek Park,27,34.03,-83.39
3078,Sandy Knoll Disc Golf Course,18,43.45,-88.14
3079,Sandy Point Resort Disc Golf,27,45.91,-89.98
3080,Santa Cruz River Park,18,32.24,-110.99
3081,Sapwi Trails,18,34.21,-118.83
3082,SARA Park Disc Golf Course,18,34.45,-114.25
3083,The Sarge at Sergeant Jasper Park,20,32.33,-81.05
3084,The Sasquatch at The Broughton Wildlife Area,18,39.46,-81.45
3085,Sasquatch Disc Golf Course,18,36.48,-78.88
3086,Savannah Disc Golf Course,18,35.21,-88.23
3087,Sewee Outpost Disc Golf,18,32.93,-79.71
3088,Sawmill Disc Golf Course,24,29.22,-82.05
3089,Sawmills Veterans Park - Original 18,18,35.79,-81.48
3090,Sayburr's Edge,18,38.50,-76.53
3091,Scarboro Hills,18,39.64,-76.30
3092,Scenic Drive at Rodeo Park,18,40.65,-91.32
3093,Scenic Vista,18,40.74,-80.81
3094,Schenley Park,18,40.44,-79.95
3095,Schlanger Park,18,37.41,-94.69
3096,Schlather Park Disc Golf,18,29.58,-98.24
3097,Schneiter's Bluff - Back,18,41.12,-112.09
3098,Schneiter's Bluff - Front,18,41.12,-112.09
3099,School House Gulch,18,34.49,-112.45
3100,Schoolhouse Road Disc Golf Course,18,44.64,-75.13
3101,Schumaker Pond,18,38.35,-75.57
3102,Schweitzer Mountain Resort,18,48.37,-116.62
3103,Scioto Grove Disc Golf Course,18,39.84,-83.02
3104,Scotland County Disc Golf Course,18,34.76,-79.49
3105,Scott City Community Park,18,37.23,-89.52
3106,Scott Community College Disc Golf Course,18,41.55,-90.47
3107,Scott Lake Golf Course,18,46.92,-122.93
3108,Scout and Hope Springs Parks,18,35.24,-87.34
3109,Scrambler's Ridge,18,45.31,-91.65
3110,The Scrapyard at Idlewild Park,18,35.16,-80.70
3111,Sea Isle Park,18,35.10,-89.89
3112,Searight Park,18,30.16,-97.81
3113,North Seatac Disc Golf Course,27,47.49,-122.31
3114,Sedgley Woods (East Fairmount Park),27,39.98,-75.19
3115,Selah Ranch - Creekside,18,33.30,-95.23
3116,Selah Ranch - Lakeside,18,33.30,-95.23
3117,Selinsgrove Area School District DGC,18,40.80,-76.87
3118,Sellersville Disc Golf Course,18,40.36,-75.31
3119,Seneca Championship Course at Shaver Rec Center,18,34.68,-82.97
3120,Seneca Creek State Park,27,39.14,-77.26
3121,Sequoyah Park,18,34.16,-84.41
3122,Sequoyah State Park Golf Course,18,35.91,-95.25
3123,Serendipity Resort,18,35.58,-89.31
3124,Sergeant Means Park,20,41.51,-87.67
3125,Sertoma Field,18,34.78,-83.06
3126,Seth Burton Memorial Disc Golf Course,18,39.46,-80.14
3127,Seven Oaks Disc Golf Course,21,36.11,-86.70
3128,Seven Pastures,18,59.47,-135.31
3129,Seven Springs Mountain Resort,18,40.02,-79.30
3130,Seviren Lang Disc Golf Course,18,38.27,-85.93
3131,Seward Disc Golf at Plum Creek Sports Complex,18,40.93,-97.08
3132,Seymour City Park,18,33.59,-99.25
3133,Seymour Lake Park,18,42.82,-83.32
3134,Seymour Smith Park,18,41.19,-96.02
3135,The Shack,18,44.49,-108.04
3136,Shadow of the Hawk Mini Disc Golf Course,18,42.64,-78.86
3137,Shadow Pines,18,43.15,-77.49
3138,Shady Oaks Park,18,42.02,-88.18
3139,Shady Oaks Park,18,38.70,-121.22
3140,Shady Pines,18,40.46,-86.27
3141,Shady Rest DiscGolfPark,18,37.65,-118.95
3142,Shady Ridge Disc Golf Course,19,46.26,-67.88
3143,Shank Park Disc Golf Course,18,40.25,-76.67
3144,Shannon Disc Golf Course,18,34.35,-85.08
3145,Sharon Johnston Park,18,34.89,-86.44
3146,Sharp Springs Disc Golf Course,20,36.00,-86.49
3147,Shastice Park,18,41.32,-122.30
3148,Shaver Park,18,42.00,-91.68
3149,Shaver Recreation Center - Original,18,34.68,-82.97
3150,Shawmut Depot,18,41.69,-78.49
3151,Shawnee Mission Park,18,38.99,-94.78
3152,Shawnee Park,18,33.04,-96.69
3153,Shawnee Trails Disc Golf Course,18,36.74,-95.97
3154,Shawshank Disc Golf Penitentiary,23,30.64,-95.42
3155,Sheady Acres,18,44.88,-72.55
3156,Sheboygan County Marsh Park,18,43.85,-88.05
3157,Sheep Mountain,18,46.49,-112.04
3158,Shelby Farms,18,35.15,-89.83
3159,Shelby Road Baptist Church,18,43.61,-86.38
3160,Shelbyville Disc Golf Course,18,39.42,-88.79
3161,Sheldon Park,18,42.73,-94.26
3162,Shelton Springs Disc Golf,18,47.24,-123.12
3163,Shenantaha Creek Disc Golf Course,18,42.96,-73.82
3164,Shepard State Park,18,30.37,-88.63
3165,Sherando Park,18,39.08,-78.18
3166,Sheridan College Disc Golf Course,18,44.77,-106.94
3167,Sherwood Christian Academy,18,31.51,-84.24
3168,Sherwood Forest,18,34.84,-92.24
3169,Sherwood Island State Park,18,41.11,-73.33
3170,Shillito Park,18,37.99,-84.53
3171,Shining Mountain - Main,18,39.02,-105.07
3172,Shining Mountain - Serenity Pines,18,39.02,-105.07
3173,Shining Mountain - Whispering Pines,18,39.02,-105.07
3174,Ship Rock Disc Golf Course,18,39.96,-76.24
3175,Shipwreck Bluff Disc Golf Course,18,42.42,-79.44
3176,Shoaff Park,24,41.14,-85.10
3177,Shoally Creek at Va-Du-Mar McMillan Park,18,35.06,-81.97
3178,Shore Acres Park,18,42.70,-86.19
3179,Shore Park,18,39.48,-76.12
3180,Shore Winds - Blue Course at Lakeside Beach State Park,18,43.37,-78.24
3181,Shore Winds - White Course at Lakeside Beach State Park,18,43.37,-78.24
3182,Shorewood Park,18,41.51,-88.20
3183,Short Mountain - Red Apple,18,35.87,-85.93
3184,Short Mountain - White Lightning,18,35.87,-85.93
3185,Shorter University Disc Golf Course,18,34.26,-85.19
3186,Show Low Disc Golf Course,18,34.24,-110.06
3187,Showmen's Disc Golf Course,18,27.86,-82.38
3188,Sialia Hills Disc Golf Course,18,38.94,-92.34
3189,Side Lake Disc Golf,18,47.66,-93.01
3190,Sierra College Truckee,18,39.32,-120.20
3191,Signal Knob,22,39.00,-78.34
3192,Silent Lake Disc Golf Course,18,26.31,-80.16
3193,Silver Creek Disc Golf Course,18,46.49,-87.36
3194,Silver Creek Metro Park,18,41.01,-81.69
3195,Silver Creek Park Lakeside Course 19-36,18,44.06,-87.66
3196,Silver Creek Park Creekside Course 1-18,18,44.06,-87.66
3197,Silver Fox Disc Golf Course,18,42.55,-88.13
3198,Silver Lake Park,18,38.77,-89.69
3199,Rocky Mount Sports Complex,18,35.97,-77.79
3200,Silver Mountain,24,45.89,-84.83
3201,Silver Spur Disc Golf Course,18,40.51,-106.90
3202,Simple Pleasures Disc Golf Course,18,35.92,-82.30
3203,Sims Park Disc Golf Course,21,41.62,-81.52
3204,Simsbury Disc Golf Course,18,39.88,-82.74
3205,The Sinks,18,35.11,-85.25
3206,Sinnissippi Park,27,41.80,-89.66
3207,Sioux Passage Park - Briscoe Woods,18,38.86,-90.28
3208,Sioux Passage Park - Original,18,38.85,-90.28
3209,Sipapu Ski & Summer Resort,20,36.15,-105.55
3210,Sister City Disc Golf Course,18,42.99,-112.43
3211,SKC Disc Golf Course,20,47.59,-114.11
3212,Ski Santa Fe Disc Golf,18,35.69,-105.94
3213,Skol Ranch Disc Golf Course,18,38.76,-105.33
3214,Skull Mountain,20,38.61,-120.71
3215,Sky High Disc Golf Course at Mtn. High North,27,34.39,-117.69
3216,Sky Ranch Lutheran Camp,18,40.58,-105.60
3217,SKY VU Disc Golf Course,18,38.95,-99.56
3218,SKYCTC Disc Golf Course,18,36.98,-86.48
3219,Skyline Disc Golf Course,18,40.43,-120.63
3220,Skyline High School,18,43.49,-112.07
3221,Rob Simmons Memorial Disc Golf Course,18,33.18,-111.59
3222,Skyline Wilderness Park,18,38.28,-122.25
3223,Skyriders Disc Golf,18,44.63,-69.65
3224,Skyview Park Disc Golf Course,18,42.04,-97.44
3225,Slate Canyon Disc Golf Course,18,40.23,-111.63
3226,Slayter Creek Park Disc Golf Course,18,33.36,-96.55
3227,Slick Rock Recreation Area Disc Golf Course,18,36.45,-118.89
3228,Slippery Rock University Disc Golf Links,18,41.07,-80.04
3229,Sliver Beach YMCA Camp,18,37.49,-75.96
3230,Sloan Park Disc Golf Course,18,35.64,-80.67
3231,SMASH Park,18,43.10,-85.21
3232,Smelterville Drive-in,18,47.55,-116.17
3233,Smiley Camp,19,30.13,-94.02
3234,Smith Jones Disc Golf Course,18,33.84,-79.08
3235,Smith Lake Community Disc Golf Course,27,48.49,-114.42
3236,Smith Lake Recreation Area Disc Golf Course,18,35.13,-78.92
3237,Smiths Station Disc Golf Course,18,32.52,-85.12
3238,Smugglers Notch Disc Golf Center - Brewster Ridge,18,44.60,-72.80
3239,Smugglers Notch Disc Golf Center - Fox Run,18,44.60,-72.80
3240,Sned-Acres Disc Golf Course,18,42.70,-76.75
3241,Snow Bowl Ski Area,18,47.01,-114.00
3242,Snow Mountain Ranch YMCA,18,39.99,-105.93
3243,Snowberry Park Disc Golf Course,18,37.07,-94.59
3244,Snowmass Ski Resort Red Disc Golf Course,18,39.21,-106.95
3245,Snowmass Ski Resort Yellow Disc Golf Course,18,39.21,-106.95
3246,Snyder's Henroost Disc Golf Course,18,38.72,-82.73
3247,Southeast Outdoor Adventure CEnter,18,33.36,-80.70
3248,Socastee Recreation Park,19,33.67,-79.03
3249,Soda Springs Disc Golf Course at Art Kelly Park,18,42.67,-111.57
3250,Solitude Mountain Resort,18,40.61,-111.60
3251,Solomon Disc Golf Course,18,30.64,-90.31
3252,Somerset Disc Golf Course,18,45.13,-92.66
3253,Sontag Disc Golf Course,18,36.93,-79.85
3254,Sooner Park,18,36.75,-95.92
3255,The Sound Barrier at Lincoln County High School,18,38.28,-82.12
3256,South City Park,18,30.52,-92.09
3257,South Concho Park,18,31.45,-100.42
3258,South County Regional Park,18,26.93,-82.03
3259,South East Park,18,33.96,-80.93
3260,South Fork Disc Golf Course,18,47.47,-121.77
3261,South Fork Disc Golf Course,18,37.68,-106.60
3262,South Glencoe Disc Golf Course,18,29.00,-80.96
3263,South Haven Disc Golf Park,18,42.37,-86.28
3264,South Hills Disc Golf Course,19,46.57,-111.98
3265,South Hills Park,18,40.32,-76.40
3266,South Kingstown Disc Golf Course,18,41.46,-71.52
3267,South Mountain Christian Camp,18,35.40,-81.79
3268,South Mountain Park,18,40.59,-75.38
3269,South Pines Disc Golf Course,18,39.81,-121.59
3270,South Temple Community Park,18,31.05,-97.36
3271,South Vineland Disc Golf Course,19,39.46,-75.04
3272,Southeastern Illinois College Disc Golf Course,18,37.75,-88.44
3273,Southern Community,18,35.87,-79.07
3274,Southern View Classic Course,18,31.41,-97.24
3275,Southside Park,18,34.60,-86.55
3276,Southwest Baptist University,18,37.60,-93.41
3277,The Fort at Southwest Point,18,35.86,-84.53
3278,Southwestern College Disc Golf Course,18,41.07,-94.38
3279,Urban Forest at Spanish Fork,18,40.10,-111.68
3280,Sparkman Park - Lakeside,18,34.43,-86.94
3281,Sparkman Park - Original,18,34.43,-86.94
3282,Spearfish Canyon Disc Golf Course,27,44.48,-103.85
3283,Spilman Park Disc Golf Course,18,38.65,-77.93
3284,Spindler Park,24,42.47,-82.92
3285,Spirit Mountain Disc Golf,18,46.72,-92.20
3286,Spirit of the Suwannee Music Park - Maggie,18,30.39,-82.94
3287,Spiritwood,22,46.35,-114.20
3288,Browns and Bows Disc Golf Course - Back,18,39.32,-121.36
3289,Browns and Bows Disc Golf Course - Front,18,39.32,-121.36
3290,Splinter City Disc Golf Course,18,33.66,-78.93
3291,Spoon Creek Disc Golf Course,18,38.88,-94.99
3292,Sports Life Disc Golf,18,36.17,-94.16
3293,Sportsmans Hill,18,45.42,-94.07
3294,Sportsman's Park,18,43.08,-92.67
3295,Sportsplex,19,34.81,-86.94
3296,Scotty's Disc Golf Course at Spring Creek,18,41.30,-105.57
3297,Spring Hill College Disc Golf Course,18,30.69,-88.14
3298,Spring Lake Park,18,48.20,-103.62
3299,Spring Lake Park - East,18,33.47,-94.05
3300,Spring Lake Park - West,18,33.47,-94.05
3301,Spring Lake Park - Central,18,33.47,-94.05
3302,Spring Park,18,43.28,-92.85
3303,Spring Valley Disc Golf Course,28,30.13,-95.50
3304,Spring Valley Park,24,42.32,-85.56
3305,Springfield Disc Golf Course at Klutho Park,18,30.34,-81.66
3306,Springhill Hobbit Disc Golf Course,18,30.70,-88.10
3307,Springtown West Park,18,32.96,-97.68
3308,Springvale Park Disc Golf,18,39.94,-104.92
3309,Springwood Players' Course,19,36.07,-79.55
3310,Squamanagonic,18,43.27,-71.00
3311,Squaw Creek Gold DGC,19,42.35,-88.11
3312,Squaw Valley Disc Golf Course at High Camp,18,39.20,-120.24
3313,Squirrel Creek at Condon Park,18,39.22,-121.07
3314,Squirrel Run Disc Golf at Mosquito Lake State Park,18,41.30,-80.76
3315,Squirrel's Nest Disc Golf Course at Oakwood Park,18,41.44,-82.11
3316,St. Albans City Park,18,38.37,-81.82
3317,College Meadows Park Disc Golf,18,38.76,-90.64
3318,St. Charles Disc Golf Course,18,43.96,-92.05
3319,St. Francis Church,18,42.55,-85.52
3320,St. Joseph Disc Golf Course,18,35.03,-87.50
3321,St. Julien,18,30.14,-91.93
3322,St. Peter Riverside Park,18,44.31,-93.96
3323,The Stadium Course at Natividad Creek Park,18,36.70,-121.61
3324,Stafford Lake County Park,23,38.11,-122.66
3325,Stafford Woods,18,39.86,-74.97
3326,Stampede Disc Golf Course,18,39.47,-120.13
3327,Standing Rocks,33,44.43,-89.40
3328,Stansbury Park,18,40.65,-112.31
3329,Stanton Lake Disc Golf Course,18,40.07,-95.61
3330,Starry Stompin' Grounds Mini Disc Golf Course,18,39.93,-76.35
3331,Steady Ed Headrick Memorial Disc Golf Course,18,33.65,-82.29
3332,Steamboat Park,18,44.37,-100.36
3333,Steel Club,18,40.59,-75.33
3334,Steelhead Disc Golf Course at Creekside,18,40.94,-123.63
3335,Steeplechase Park Disc Golf Course,18,30.00,-97.86
3336,Stephen P Wallace Park,18,42.64,-73.93
3337,Stephens County/Rose Lane Disc Golf Course,18,34.54,-83.30
3338,Stephenville Disc Golf Course,18,32.22,-98.20
3339,Stevens Mountain View Disc Golf Course,18,44.24,-70.23
3340,Stevens Pass Disc Golf Course,18,47.71,-121.36
3341,Stewart Pond Disc Golf Course,18,44.05,-123.15
3342,Sticky Pines Disc Golf Course,19,35.07,-85.08
3343,Stockton University Disc Golf Course,18,39.49,-74.55
3344,Stone Creek Park,18,37.58,-97.26
3345,Stone Links,18,34.75,-92.13
3346,Stonebridge Church,18,30.22,-95.54
3347,Stonelick State Park,18,39.22,-84.07
3348,Stoney Creek Disc Golf at Marie Krause Park,18,43.47,-87.95
3349,Stoney Creek Park,18,35.38,-77.96
3350,Stoney Hill,36,34.17,-81.60
3351,Stony Creek - Buckhorn North,18,42.73,-83.06
3352,Stony Creek - Buckhorn South,18,42.73,-83.06
3353,Stonykill Disc Golf Course,18,42.38,-73.56
3354,Storrs Pond Disc Golf Course,18,43.72,-72.26
3355,Freedom Disc Golf at Stripe Show Golf Club,18,33.39,-111.85
3356,Stubbs Park Disc Golf Course,18,39.61,-84.17
3357,Stumpy Creek,18,35.63,-80.90
3358,Subiaco Disc Golf Course,18,35.30,-93.64
3359,Sugar Bottom Disc Golf Course,18,41.76,-91.56
3360,Sugar Camp Disc Golf Course,18,45.79,-89.32
3361,Sugar Creek Campground,18,40.05,-86.92
3362,Sugar Creek Park Disc Golf Course,18,44.78,-87.66
3363,Sugar Hollow Disc Golf Course,18,36.64,-82.11
3364,Sugarbush - Base Course,18,44.14,-72.90
3365,Sugarbush - Peak Course,18,44.13,-72.92
3366,Sugarcreek Park Disc Golf Course,20,40.92,-79.62
3367,Sugarloaf Disc Golf Course,18,45.05,-70.31
3368,Sugaw Creek Park,18,35.27,-80.80
3369,Sullivan County Park and Lake,18,39.10,-87.39
3370,Sultan Park,18,34.38,-98.31
3371,Sumac Hills Disc Golf Course,18,45.88,-95.82
3372,Summerville Country Club,18,33.00,-80.20
3373,Summit Park,18,41.79,-87.82
3374,Summit Spring Disc Golf Course,18,44.04,-70.41
3375,Sumter County Parks and Rec - 19th Green,18,32.03,-84.25
3376,Sundance Park,18,33.43,-112.52
3377,Sundance Trail Ranch Disc Golf Course,18,40.76,-105.50
3378,Sunkissed Meadows,18,42.50,-94.19
3379,Sunlight II Babbish Gulch Disc Golf Course,27,39.40,-107.34
3380,Sunlight Mountain Resort,18,39.40,-107.34
3381,Sunny Lake Disc Golf Course,18,41.30,-81.32
3382,Sunnymede Disc Golf Course,18,41.93,-70.86
3383,Sunnyside Disc Golf,18,41.40,-95.03
3384,Sunnyside Park,18,46.73,-117.20
3385,Sunrise Bay Disc Golf Course,18,48.11,-117.60
3386,Sunrise Park,18,41.96,-88.20
3387,Sunrise Rotary Disc Golf Course,18,35.38,-86.20
3388,Sunrise Ski Resort,18,33.97,-109.56
3389,Sunrise Disc Golf Course,18,41.56,-90.45
3390,Sunset Disc Golf Course,18,30.36,-87.18
3391,Sunset Golf Club,18,40.50,-77.98
3392,Sunset Hills Disc Golf Course,18,40.54,-89.61
3393,Sunset Lakes Disc Golf Course,18,38.52,-90.43
3394,Sunset Park,24,36.07,-115.12
3395,Sunset Park Disc Golf Course,18,35.95,-77.81
3396,Sunset Park Disc Golf Course,18,46.84,-100.90
3397,Sunset Park,18,41.30,-91.70
3398,Sunset Ridge Disc Golf Course,18,28.39,-82.66
3399,Sunset Ridge,18,38.94,-94.22
3400,Sunshine Park Disc Golf Course,18,43.82,-71.45
3401,Superior Municipal Forest,18,46.69,-92.13
3402,Superior Pines Disc Golf Course,18,46.63,-86.18
3403,Supreme 18 at Jones Park,18,38.43,-96.20
3404,Suwanee Creek Disc Golf Course,18,34.03,-84.09
3405,Swan Lake Disc Golf Course,18,42.03,-94.85
3406,Swards Ranch,18,45.57,-111.68
3407,Sweden Town Park Disc Golf Course,18,43.20,-77.97
3408,Sweet Arrow Lake Disc Golf Course,18,40.57,-76.37
3409,Sweetwater,18,33.60,-112.11
3410,Swenson Park Disc Golf Course,18,38.01,-121.34
3411,Swerve Watersports,24,35.43,-86.01
3412,Swing Right Golf,18,37.10,-93.29
3413,Swingin' D.B.'s: Rock 'n Roll Fairways,18,35.62,-79.08
3414,Swingin' D.B.'s: Swinging Course,18,35.60,-79.01
3415,Boyce Baumgardner Memorial Disc Golf Course at Swope Park,18,38.37,-96.54
3416,Swope Park,18,39.01,-94.54
3417,Swover Creek Farms Brewery,18,38.84,-78.66
3418,Sycamore Trails Disc Golf Course,18,39.64,-84.26
3419,Sylmar (Veterans Park),18,34.33,-118.42
3420,Tadd Lake Disc Golf Course,18,45.13,-94.79
3421,Tadpole Beach Disc Golf Course,18,42.77,-84.39
3422,Tadpole Holes at Hampden-Sydney College,18,37.24,-78.46
3423,Tahoe Vista Regional Disc Golf Course,18,39.25,-120.05
3424,The Tailings,18,46.09,-88.64
3425,Tall Firs Disc Golf Course,18,47.86,-121.93
3426,Tall Grass Disc Golf Course at Bancroft Bay Park,18,43.67,-93.37
3427,Tall Timbers Disc Golf Course,18,34.40,-110.56
3428,Tallahatchie Trails Disc Golf Course,18,34.48,-89.03
3429,Talon Trails,18,46.67,-68.02
3430,Tamarack Resort,18,44.67,-116.11
3431,Taos Ski Valley Disc Golf Course,18,36.60,-105.45
3432,Tar River,18,36.10,-78.46
3433,Tatum Trails Disc Golf,18,31.28,-89.32
3434,Tauber Angus Farm Disc Golf Course,18,48.39,-116.42
3435,Taylor Mountain Disc Golf Course,18,38.42,-122.69
3436,Taylor Park Disc Golf Course,18,27.91,-82.80
3437,Taymouth Park,18,43.24,-83.91
3438,TC Jester Park,21,29.83,-95.45
3439,TCC Northwest Campus,18,32.83,-97.39
3440,Telemark Resort Disc Golf Course,24,46.19,-91.25
3441,Tendick Nature Park,18,43.42,-87.96
3442,Terrace Creek,18,47.79,-122.30
3443,Terrace Park,24,44.74,-85.56
3444,Terrace Pines Campground,18,43.74,-71.21
3445,Test Track Park Disc Golf Course,18,41.04,-76.27
3446,Teton Disc Golf,18,47.81,-112.18
3447,Texas Army Trail,18,29.95,-95.65
3448,Texas Lutheran University,18,29.57,-97.99
3449,Thacher Park Disc Golf Course,18,42.66,-74.02
3450,Thomas Park,18,38.87,-97.61
3451,Thompson Park,18,40.33,-74.44
3452,Thompson Park Disc Golf,27,40.64,-80.56
3453,Thorn Spring Disc Golf Course,18,37.08,-80.74
3454,Hawthorne Park Disc Golf Course,18,42.68,-83.32
3455,Thorpe Park,18,35.21,-111.66
3456,Thousand Pines Christian Camp,18,34.25,-117.28
3457,Three Island Crossing State Park,18,42.94,-115.32
3458,Three Links Camp Disc Golf Course,18,38.08,-120.16
3459,Three Peaks Disc Golf Course,18,37.76,-113.18
3460,Three Rivers Disc Golf Park,18,38.68,-85.15
3461,Throwing for a Cure Temp Course,18,35.50,-86.44
3462,Thunderbird Gardens Disc Golf Course,18,37.69,-113.04
3463,Thunderbird-Paseo,18,33.61,-112.18
3464,Thurber's Gully Disc Golf Course,18,42.08,-77.04
3465,Tico Time River Resort Disc Golf,18,36.99,-107.87
3466,Tiger Creek,18,34.36,-88.69
3467,Tiger Town Disc Golf Course,18,41.25,-80.75
3468,Tiger Track Disc Golf Course,18,34.84,-87.29
3469,The Tiger Trail at U of W. Alabama,18,32.60,-88.19
3470,Tillman Park Disc Golf Course,19,41.02,-85.13
3471,Antioch Silver Lochs,18,42.48,-88.08
3472,Timber Beast,18,48.46,-115.89
3473,Timber Creek Camp,18,32.26,-89.56
3474,Timber Park,21,45.30,-122.35
3475,Timber Ridge at Whorley Farm,18,37.34,-79.45
3476,The Timberdoodle Thicket,18,39.52,-80.83
3477,Timberline Academy Disc Golf Course,18,37.45,-107.81
3478,TimberStone,18,44.26,-70.85
3479,Timmons Park,18,34.87,-82.38
3480,Timpson Disc Golf Course,18,31.90,-94.40
3481,Tinicum Park,18,40.51,-75.07
3482,Tipp City Disc Golf Course,18,39.97,-84.17
3483,Tishomingo State Park - Chickasaw,20,34.62,-88.19
3484,Tishomingo State Park - Tushka Run,18,34.62,-88.19
3485,Tishomingo State Park - Warrior Ridge,18,34.62,-88.19
3486,Tittabawassee Trails,24,43.54,-84.14
3487,Tjader Acres Disc Golf Course,20,45.78,-92.41
3488,Tocobaga Disc Golf Course,18,27.71,-82.68
3489,Todd Park,21,43.69,-92.96
3490,Tolen Creek,18,37.36,-95.26
3491,Tom Bass Park,18,29.59,-95.35
3492,Tom Bennett Disc Golf Course,18,27.50,-82.48
3493,Tom Brown Park,24,30.45,-84.21
3494,Tom Pearce Park,18,42.43,-123.27
3495,Tom Triplett Disc Golf Course,18,32.09,-81.21
3496,Tom Watkins Disc Golf Course,18,37.24,-93.32
3497,Tombigbee State Park - 1,18,34.23,-88.63
3498,Tombigbee State Park - 2,18,34.24,-88.63
3499,Tombstone Mountain,18,36.35,-82.21
3500,Tomlinson Run State Park Disc Golf Course,18,40.53,-80.58
3501,Tommy Schumpert Park,18,36.05,-83.96
3502,Toney's Mountain Golf,18,39.23,-120.87
3503,The Tony Walker Financial Disc Golf Course at Buchanon Park,18,36.88,-86.52
3504,Top O' The Hill Disc Golf,19,43.30,-71.57
3505,Torch Lake at Lake Linden,18,47.19,-88.41
3506,Torma Town Disc Golf Course,18,35.31,-80.99
3507,Tourist Park,18,42.54,-92.45
3508,Tower Park Disc Golf Course,18,43.17,-85.26
3509,Tower Ridge 1,18,44.83,-91.36
3510,Tower Ridge 2,18,44.82,-91.36
3511,Tower Ridge Disc Golf,18,41.83,-72.81
3512,Towle Park Disc Golf Course,19,32.70,-100.93
3513,Town of Clayton,18,44.18,-88.58
3514,Town of Olathe Disc Golf Course,18,38.60,-107.97
3515,Amesbury Pines at Town Park,18,42.85,-70.94
3516,Towne Lake,18,33.18,-96.63
3517,Old Warrior Run at Trace State Park - Gold,18,34.25,-88.89
3518,The Tracks at McDonough,18,33.45,-84.16
